,Unnamed: 0,name,nickname,wins,losses,draws,height,weight,reach,stance,dob,sig_str_pm,str_acc,strikes_abs_pm,sig_str_def,td_avg,td_acc,td_def,sub_avg,total_fights,birth_year,birth_month,birth_day
715,715,RJ Clifford,,4,3,0,64.77079303675049,160.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1986,10,7
716,716,Mark Climaco,,9,2,0,59.0,125.0,65.0,Southpaw,1997-11-06,4.13,59.0,2.9,57.0,3.5,36.0,46.0,0.0,11,1997,11,6
717,717,Josh Clopton,The Gentleman,6,2,1,61.0,145.0,71.55608591885442,Orthodox,1981-07-11,1.6,64.0,2.87,50.0,2.0,66.0,75.0,0.0,9,1981,7,11
718,718,Brian Cobb,,20,9,0,66.0,155.0,71.55608591885442,Orthodox,1980-09-03,0.0,0.0,3.68,55.0,5.81,50.0,0.0,0.0,29,1980,9,3
719,719,Darryl Cobb,,6,8,0,64.0,185.0,71.55608591885442,,1980-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1980,8,4
720,720,Dave Cochran,,26,29,1,61.0,155.0,71.55608591885442,,1973-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,1973,5,10
721,721,Dakota Cochrane,,29,12,0,63.0,155.0,71.55608591885442,,1986-05-01,2.66,75.0,2.66,30.0,4.43,33.0,0.0,0.0,41,1986,5,1
722,722,Marloes Coenen,,23,8,0,64.0,145.0,67.0,,1981-03-31,2.15,51.0,1.9,67.0,0.82,30.0,41.0,2.5,31,1981,3,31
723,723,Marc Cofer,,7,5,0,64.77079303675049,185.0,71.55608591885442,,1972-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1972,3,3
724,724,John Cofer,The Potter,8,4,0,64.0,155.0,71.55608591885442,Southpaw,1984-04-29,2.73,41.0,3.43,62.0,1.22,50.0,64.0,0.0,12,1984,4,29
725,725,Chris Coggins,,7,10,0,64.77079303675049,170.0258818140174,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1986,10,7
726,726,Felipe Colares,Cabocao,10,4,0,63.0,145.0,69.0,Orthodox,1994-03-31,2.17,45.0,4.65,36.0,1.88,24.0,43.0,0.5,14,1994,3,31
727,727,Wayne Cole,,16,25,0,67.0,205.0,71.55608591885442,Orthodox,1971-01-06,0.57,20.0,8.33,27.0,4.31,25.0,0.0,4.3,41,1971,1,6
728,728,Devin Cole,,20,10,1,70.0,240.0,71.55608591885442,Orthodox,1976-10-01,3.5,55.0,2.14,48.0,2.18,42.0,66.0,0.0,31,1976,10,1
729,729,Coltin Cole,,4,5,0,64.77079303675049,185.0,71.55608591885442,,1989-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1989,4,24
730,730,Ivan Cole,JP,2,3,0,64.0,135.0,71.55608591885442,,1990-11-30,2.68,36.0,4.69,46.0,0.0,0.0,0.0,0.0,5,1990,11,30
731,731,Chandler Cole,The Hammer,10,4,0,65.0,264.0,72.0,Orthodox,1995-01-09,2.45,60.0,3.59,26.0,0.0,0.0,0.0,0.0,14,1995,1,9
732,732,Mark Coleman,The Hammer,16,10,0,67.0,205.0,75.0,Orthodox,1964-12-20,1.88,52.0,2.62,40.0,3.89,40.0,50.0,0.8,26,1964,12,20
733,733,Cortez Coleman,Hollywood,13,8,0,67.0,185.0,71.55608591885442,,1982-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1982,1,28
734,734,Clay Collard,Cassius,14,7,1,66.0,145.0,73.0,Orthodox,1993-03-10,4.22,32.0,5.0,50.0,2.81,39.0,71.0,0.5,22,1993,3,10
735,735,Jamie Colleen,,4,1,0,58.0,115.0,65.0,Orthodox,1985-11-02,3.11,61.0,5.66,33.0,0.52,33.0,50.0,1.6,5,1985,11,2
736,736,Jake Collier,The Prototype,13,10,0,69.0,230.0,78.0,Orthodox,1988-10-25,5.8,44.0,5.08,50.0,0.71,33.0,67.0,0.6,23,1988,10,25
737,737,Christian Colombo,,8,3,1,71.0,265.0,71.55608591885442,Orthodox,1980-07-01,2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0,12,1980,7,1
738,738,Willian Colorado,,11,1,0,65.0,135.0,72.0,,1986-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1986,6,21
739,739,Wes Combs,The Soldier,20,6,0,68.0,205.0,71.55608591885442,Orthodox,1973-06-18,2.14,48.0,4.73,45.0,0.0,0.0,0.0,0.0,26,1973,6,18
740,740,Rose Conceicao,,7,1,0,51.0,115.0,65.0,Orthodox,1997-05-13,3.07,28.0,6.73,60.0,0.0,0.0,0.0,0.0,8,1997,5,13
741,741,Roque Conceicao,,10,3,0,59.0,125.0,67.0,Orthodox,1999-10-27,2.73,40.0,9.09,41.0,0.0,0.0,0.0,0.0,13,1999,10,27
742,742,Carlos Condit,The Natural Born Killer,32,14,0,68.0,170.0,75.0,Orthodox,1984-04-26,3.66,39.0,2.67,55.0,0.59,46.0,38.0,1.0,46,1984,4,26
743,743,Chris Condo,,0,1,0,66.0,335.0,71.55608591885442,Orthodox,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1986,10,7
744,744,Jack Congdon,.50 Cal,7,2,0,68.0,170.0,75.0,Switch,1997-05-21,5.29,35.0,9.71,21.0,0.0,0.0,100.0,0.0,9,1997,5,21
745,745,Tristan Connelly,Boondock,14,8,0,65.0,145.0,68.0,Orthodox,1985-12-12,3.31,51.0,2.96,50.0,0.33,14.0,60.0,0.3,22,1985,12,12
746,746,Marcos Conrado Jr.,,5,1,0,68.0,220.0,71.55608591885442,Orthodox,1982-03-14,1.6,34.0,9.69,35.0,1.84,14.0,0.0,0.0,6,1982,3,14
747,747,Jeremiah Constant,,11,8,1,67.0,240.0,71.55608591885442,Orthodox,1974-07-19,1.5,75.0,3.25,43.0,0.0,0.0,0.0,7.5,20,1974,7,19
748,748,Jonathan Contrestano,JT,6,0,0,64.77079303675049,155.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1986,10,7
749,749,Bob Cook,Crazy,5,0,0,64.0,170.0,71.55608591885442,Orthodox,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1986,10,7
750,750,Mike Cook,,13,13,0,67.0,205.0,71.55608591885442,Orthodox,1981-10-07,1.72,49.0,2.4,46.0,1.03,33.0,55.0,2.1,26,1981,10,7
751,751,Chad Cook,,10,12,0,68.0,205.0,71.55608591885442,,1979-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1979,11,7
752,752,TJ Cook,,13,5,0,64.77079303675049,205.0,71.55608591885442,,1982-09-08,2.3,47.0,3.18,54.0,1.01,50.0,0.0,0.0,18,1982,9,8
753,753,Dewey Cooper,The Black Cobra,2,1,0,64.77079303675049,205.0,71.55608591885442,,1974-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1974,11,10
754,754,Brett Cooper,,23,12,0,66.0,170.0,71.55608591885442,Orthodox,1987-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1987,7,2
755,755,Bill Cooper,,2,1,0,64.77079303675049,155.0,71.55608591885442,,1984-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1984,5,5
756,756,Bobby Cooper,Super Duper,12,7,0,67.0,155.0,71.55608591885442,,1986-10-07,2.87,25.0,3.4,59.0,0.0,0.0,40.0,1.0,19,1986,10,7
757,757,Amanda Cooper,ABC,3,5,0,58.0,115.0,64.0,Switch,1991-10-22,3.55,44.0,3.2,51.0,1.53,38.0,28.0,1.8,8,1991,10,22
758,758,Kit Cope,Havoc,6,7,0,66.0,170.0,71.55608591885442,Orthodox,1977-03-17,1.18,52.0,2.12,35.0,0.0,0.0,50.0,3.5,13,1977,3,17
759,759,Chris Cope,C-Murder,8,4,0,66.0,170.0,72.0,Orthodox,1983-03-05,3.96,26.0,4.82,50.0,0.0,0.0,80.0,0.0,12,1983,3,5
760,760,Josh Copeland,Cuddly Bear,12,4,0,67.0,265.0,71.55608591885442,Orthodox,1982-10-20,1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0,16,1982,10,20
761,761,Michael Cora,Kookie Monster,4,1,0,67.0,170.0,77.0,Southpaw,1989-08-24,0.8,28.0,0.13,66.0,0.0,0.0,25.0,0.0,5,1989,8,24
762,762,Akira Corassani,,12,6,1,63.0,145.0,68.0,Orthodox,1982-08-27,3.25,45.0,4.91,50.0,0.7,28.0,86.0,0.0,19,1982,8,27
763,763,Muhsin Corbbrey,,17,9,0,65.0,155.0,71.55608591885442,Orthodox,1978-05-18,2.02,34.0,5.41,53.0,0.0,0.0,80.0,0.4,26,1978,5,18
764,764,Alden Coria,Cobra,11,3,1,63.0,125.0,67.0,Orthodox,1998-04-24,3.89,44.0,1.11,78.0,2.78,100.0,75.0,0.0,15,1998,4,24
765,765,Daniel Cormier,DC,22,3,1,66.0,235.0,72.0,Orthodox,1979-03-20,4.25,52.0,2.92,54.0,1.83,44.0,80.0,0.4,26,1979,3,20
766,766,Nora Cornolle,,9,3,0,62.0,135.0,67.0,Orthodox,1989-12-06,2.75,54.0,1.98,58.0,0.25,11.0,47.0,0.2,12,1989,12,6
767,767,Clint Coronel,,2,5,0,64.77079303675049,155.0,71.55608591885442,,1981-06-15,4.93,32.0,5.6,66.0,0.0,0.0,66.0,0.0,7,1981,6,15
768,768,Henry Corrales,,13,3,0,64.0,145.0,71.55608591885442,,1986-10-07,4.12,41.0,5.84,55.0,0.0,0.0,69.0,0.0,16,1986,10,7
769,769,Bethe Correia,Pitbull,11,6,1,60.0,135.0,64.0,Orthodox,1983-06-22,4.37,43.0,4.93,56.0,0.39,18.0,85.0,0.0,18,1983,6,22
770,770,Wesley Correira,Cabbage,20,16,0,69.0,260.0,71.55608591885442,Orthodox,1978-11-11,2.6,36.0,8.8,40.0,0.0,0.0,90.0,0.0,36,1978,11,11
771,771,Waldo Cortes Acosta,Salsa Boy,17,2,0,70.0,260.0,78.0,Orthodox,1991-10-03,5.54,49.0,3.38,56.0,0.44,57.0,72.0,0.1,19,1991,10,3
772,772,Tracy Cortez,,12,3,0,60.0,125.0,65.0,Orthodox,1993-12-10,3.86,48.0,3.01,57.0,2.15,46.0,59.0,0.3,15,1993,12,10
773,773,Reyes Cortez Jr.,,7,3,0,62.0,135.0,68.0,Orthodox,1992-07-31,4.1,45.0,7.43,52.0,1.5,11.0,100.0,0.0,10,1992,7,31
774,774,Chad Corvin,The Brave Warrior,5,0,0,71.0,255.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1986,10,7
775,775,Louis Cosce,,7,2,0,64.0,170.0,71.0,Orthodox,1995-08-27,4.31,45.0,5.35,47.0,1.04,20.0,50.0,0.5,9,1995,8,27
776,776,Orion Cosce,Galaxy,8,2,0,66.0,170.0,71.0,Switch,1994-07-15,2.77,53.0,4.02,44.0,1.92,40.0,61.0,0.0,10,1994,7,15
777,777,Miguel Cosio,,1,13,0,70.0,205.0,71.55608591885442,,1981-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1981,2,18
778,778,Jadson Costa,,22,8,1,62.0,155.0,71.55608591885442,Orthodox,1980-11-18,0.2,50.0,3.05,50.0,0.0,0.0,0.0,0.0,31,1980,11,18
779,779,Guilherme Costa,The Prodigy,7,1,0,64.77079303675049,155.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1986,10,7
780,780,Paulo Costa,The Eraser,15,4,0,67.0,185.0,72.0,Orthodox,1991-04-21,6.26,58.0,6.2,49.0,0.32,50.0,80.0,0.0,19,1991,4,21
781,781,Randy Costa,The Zohan,6,4,0,64.0,135.0,73.0,Switch,1994-07-06,6.53,46.0,7.58,58.0,0.0,0.0,50.0,0.0,10,1994,7,6
782,782,Alessandro Costa,Nono,14,5,0,59.0,125.0,67.0,Orthodox,1996-01-28,3.64,44.0,3.57,57.0,0.46,16.0,83.0,0.5,19,1996,1,28
783,783,Melquizael Costa,The Dalmatian,25,7,0,65.0,145.0,71.0,Southpaw,1996-09-14,4.42,49.0,3.06,54.0,1.93,38.0,58.0,1.2,32,1996,9,14
784,784,Vitor Costa,,8,2,0,68.0,185.0,75.0,Orthodox,2000-09-19,7.36,54.0,9.62,50.0,0.0,0.0,0.0,0.0,10,2000,9,19
785,785,Oscar Cota,Elevation,11,3,1,66.0,230.0,72.0,Orthodox,1984-10-15,0.33,41.0,2.47,41.0,0.0,0.0,60.0,1.0,15,1984,10,15
786,786,Patrick Cote,The Predator,23,11,0,66.0,170.0,75.0,Orthodox,1980-02-29,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,34,1980,2,29
787,787,JC Cottrell,,17,5,0,64.0,155.0,71.55608591885442,Orthodox,1989-11-04,0.79,25.0,2.75,45.0,0.79,100.0,50.0,0.0,22,1989,11,4
788,788,JR Coughran,Bam Bam,4,1,0,61.0,145.0,71.55608591885442,Orthodox,1994-05-17,12.29,57.0,6.8,45.0,0.0,0.0,75.0,0.0,5,1994,5,17
789,789,Rashad Coulter,Daywalker,9,4,0,66.0,205.0,76.0,Orthodox,1981-11-27,4.82,56.0,6.68,50.0,0.0,0.0,62.0,0.0,13,1981,11,27
790,790,Dave Courchaine,,20,7,0,63.0,170.0,71.55608591885442,,1983-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1983,2,8
791,791,Randy Couture,The Natural,19,11,0,67.0,205.0,75.0,Orthodox,1963-06-22,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,30,1963,6,22
792,792,Kim Couture,Sugar Free,3,8,0,63.0,135.0,71.55608591885442,Orthodox,1975-12-18,12.12,80.0,2.31,69.0,0.0,0.0,0.0,0.0,11,1975,12,18
793,793,Ryan Couture,,11,5,0,65.0,155.0,73.0,Orthodox,1982-08-27,3.54,45.0,2.87,54.0,1.55,29.0,46.0,1.3,16,1982,8,27
794,794,Nikk Covert,The Brick,3,4,0,63.0,185.0,71.55608591885442,,1969-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1969,8,4
795,795,Colby Covington,Chaos,17,5,0,66.0,170.0,72.0,Orthodox,1988-02-22,3.81,38.0,3.09,54.0,3.64,42.0,68.0,0.2,22,1988,2,22
796,796,Hailey Cowan,All Hail,7,4,0,63.0,135.0,67.0,Southpaw,1992-02-12,2.5,42.0,2.79,33.0,1.63,36.0,80.0,0.0,11,1992,2,12
797,797,Jeff Cox,The Grinder,10,7,0,65.0,155.0,71.55608591885442,Orthodox,1968-08-02,0.56,25.0,1.69,33.0,4.23,50.0,80.0,0.0,17,1968,8,2
798,798,Nathan Coy,Soulforce,15,7,0,65.0,170.0,69.0,Southpaw,1978-07-24,3.88,52.0,2.4,61.0,3.17,47.0,50.0,0.0,22,1978,7,24
799,799,Andrew Craig,Highlight,9,4,0,67.0,170.0,76.0,Orthodox,1986-01-15,2.39,40.0,3.01,50.0,0.53,37.0,72.0,0.0,13,1986,1,15
800,800,Paul Craig,Bearjew,17,10,1,69.0,205.0,76.0,Orthodox,1987-11-27,2.5,45.0,3.04,43.0,1.43,18.0,35.0,1.3,28,1987,11,27
801,801,Dan Cramer,,11,4,0,68.0,170.0,71.55608591885442,Orthodox,1985-10-31,0.97,30.0,2.1,31.0,0.0,0.0,66.0,0.5,15,1985,10,31
802,802,Alberto Crane,,15,5,0,60.0,155.0,71.55608591885442,Orthodox,1976-07-14,0.43,25.0,2.61,57.0,0.0,0.0,50.0,4.0,20,1976,7,14
803,803,Tim Credeur,,12,4,0,69.0,185.0,75.0,Orthodox,1977-07-09,3.59,30.0,3.13,57.0,0.41,100.0,50.0,3.3,16,1977,7,9
804,804,Paul Creighton,,3,1,0,61.0,155.0,71.55608591885442,Southpaw,1970-06-04,0.72,75.0,4.65,30.0,5.37,37.0,0.0,0.0,4,1970,6,4
805,805,Helena Crevar,,0,0,0,64.77079303675049,170.0258818140174,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1986,10,7
806,806,Alexander Crispim,,8,6,0,64.77079303675049,145.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1986,10,7
807,807,Alex Crispin,,0,1,0,64.77079303675049,155.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1986,10,7
808,808,Melissa Croden,Scare,7,3,0,64.0,135.0,68.0,Orthodox,1991-04-12,4.1,48.0,1.83,53.0,1.02,50.0,66.0,0.0,10,1991,4,12
809,809,Kevin Croom,Crash,21,15,1,66.0,135.0,73.0,Orthodox,1987-07-15,2.65,34.0,3.1,41.0,0.48,5.0,30.0,0.5,37,1987,7,15
810,810,Kiefer Crosbie,BDK,10,6,0,66.0,170.0,70.0,Switch,1990-04-05,4.46,64.0,5.8,46.0,0.0,0.0,40.0,0.0,16,1990,4,5
811,811,Ken Cross,The Boss,11,3,0,66.0,155.0,72.0,Southpaw,1994-10-04,2.2,57.0,1.4,55.0,1.0,12.0,66.0,0.0,14,1994,10,4
812,812,Jeff Crotty,,1,1,0,64.77079303675049,155.0,71.55608591885442,,1986-10-07,0.93,35.0,3.33,54.0,5.0,38.0,0.0,1.0,2,1986,10,7
813,813,Allen Crowder,Pretty Boy,10,4,1,69.0,245.0,76.0,Orthodox,1989-11-08,2.95,51.0,2.95,56.0,1.85,33.0,100.0,1.2,15,1989,11,8
814,814,Daron Cruickshank,Detroit Superstar,18,10,1,63.0,155.0,72.0,Switch,1985-06-11,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,29,1985,6,11
815,815,Richard Crunkilton,Cleat,19,4,0,62.0,155.0,71.55608591885442,Orthodox,1979-11-25,1.72,41.0,1.45,58.0,4.08,61.0,65.0,1.3,23,1979,11,25
816,816,Jimmy Crute,,14,4,2,68.0,205.0,74.0,Orthodox,1996-03-04,4.15,52.0,3.65,42.0,4.39,52.0,58.0,2.0,20,1996,3,4
817,817,Marcio Cruz,Pe de Pano,8,3,0,70.0,232.0,71.55608591885442,Orthodox,1978-04-24,2.92,46.0,1.51,68.0,0.53,7.0,37.0,1.6,11,1978,4,24
818,818,Dominick Cruz,The Dominator,24,4,0,63.0,135.0,68.0,Orthodox,1985-03-09,3.91,33.0,2.61,70.0,2.82,42.0,83.0,0.1,28,1985,3,9
819,819,Aalon Cruz,,8,4,0,66.0,145.0,78.0,Switch,1989-09-20,7.58,39.0,8.88,58.0,0.0,0.0,0.0,0.0,12,1989,9,20
820,820,Timmy Cuamba,Twilight,10,3,0,64.0,135.0,71.0,Orthodox,1999-02-08,2.77,44.0,3.58,57.0,1.31,31.0,72.0,0.0,13,1999,2,8
821,821,Jay Cucciniello,,8,1,0,62.0,155.0,71.55608591885442,Orthodox,1986-07-23,0.93,21.0,4.73,36.0,0.0,0.0,71.0,0.0,9,1986,7,23
822,822,Emilio Cuellar,Show Kid,6,1,0,64.77079303675049,125.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1986,10,7
823,823,Josh Culibao,Kuya,11,4,1,65.0,145.0,73.0,Orthodox,1994-05-24,3.41,44.0,3.04,59.0,0.0,0.0,65.0,0.3,16,1994,5,24
824,824,Chris Culley,,20,15,0,64.77079303675049,145.0,71.55608591885442,,1986-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,1986,3,25
825,825,Abel Cullum,The Silent Assassin,20,6,0,62.0,139.0,71.55608591885442,Orthodox,1987-04-21,1.82,40.0,1.23,46.0,4.01,52.0,0.0,2.8,26,1987,4,21
826,826,Zak Cummings,,25,7,0,66.0,205.0,75.0,Southpaw,1984-08-02,2.96,35.0,2.91,55.0,0.62,28.0,66.0,0.6,32,1984,8,2
827,827,Everett Cummings,,12,0,0,64.77079303675049,205.0,71.55608591885442,,1986-10-07,0.43,60.0,4.34,45.0,0.0,0.0,0.0,2.2,12,1986,10,7
828,828,Patrick Cummins,Durkin,10,7,0,68.0,205.0,76.0,Orthodox,1980-11-16,4.26,50.0,3.35,55.0,4.49,41.0,28.0,0.1,17,1980,11,16
829,829,Luke Cummo,,6,6,0,66.0,170.0,74.0,Orthodox,1980-04-27,1.74,43.0,1.5,59.0,0.89,55.0,42.0,1.4,12,1980,4,27
830,830,Hugo Cunha,Silverback,8,2,0,69.0,263.0,79.0,Orthodox,1993-02-04,0.6,30.0,3.01,34.0,0.0,0.0,0.0,0.0,10,1993,2,4
831,831,Alton Cunningham,The Bo-Man,4,2,0,68.0,205.0,77.0,Orthodox,1993-06-24,3.33,75.0,4.94,20.0,1.67,10.0,100.0,0.0,6,1993,6,24
832,832,AJ Cunningham,The Savage,11,5,0,65.0,135.0,71.0,Orthodox,1994-09-07,4.22,29.0,6.31,48.0,0.0,0.0,46.0,0.5,16,1994,9,7
833,833,Tommy Cuozzi Jr.,Little T,8,1,0,64.0,145.0,71.0,Orthodox,1999-08-31,2.43,17.0,14.22,34.0,0.0,0.0,0.0,0.0,9,1999,8,31
834,834,Santo Curatolo,,6,2,0,58.0,125.0,62.0,Southpaw,1995-01-18,1.4,39.0,6.07,34.0,2.0,33.0,100.0,0.0,8,1995,1,18
835,835,Larry Cureton,,0,2,0,68.0,240.0,71.55608591885442,Orthodox,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1986,10,7
836,836,Jeff Curran,Big Frog,36,18,1,61.0,135.0,69.0,Orthodox,1977-09-02,1.54,31.0,2.48,60.0,0.35,12.0,35.0,1.2,55,1977,9,2
837,837,Kailin Curran,,4,5,0,59.0,115.0,65.0,Orthodox,1991-04-11,3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6,9,1991,4,11
838,838,Pat Curran,Paddy Mike,22,7,0,64.0,145.0,71.55608591885442,,1987-08-31,4.7,58.0,4.4,63.0,2.5,62.0,66.0,0.0,29,1987,8,31
839,839,Will Currie,Drago,12,4,0,69.0,185.0,76.0,Switch,1998-11-12,2.73,47.0,5.67,44.0,2.0,13.0,50.0,0.0,16,1998,11,12
840,840,Chris Curtis,Action-Man,32,12,1,65.0,170.0,75.0,Orthodox,1987-07-15,5.98,50.0,6.19,54.0,0.0,0.0,82.0,0.0,45,1987,7,15
841,841,Ion Cutelaba,The Hulk,19,11,1,67.0,205.0,75.0,Southpaw,1993-12-14,4.26,43.0,3.34,47.0,3.77,49.0,75.0,0.1,31,1993,12,14
842,842,Gleidson Cutis,Poney,7,4,0,64.0,155.0,71.55608591885442,Orthodox,1989-02-07,2.99,52.0,8.28,59.0,0.0,0.0,0.0,0.0,11,1989,2,7
843,843,Sarah D'alelio,The Monster,11,7,0,62.0,145.0,71.55608591885442,,1980-12-13,2.4,33.0,0.0,100.0,0.0,0.0,100.0,0.0,18,1980,12,13
844,844,Marcos da Matta,Parrumpinha,11,3,0,59.0,145.0,71.55608591885442,,1973-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1973,3,18
845,845,Henrique da Silva,Frankenstein,14,5,0,69.0,205.0,76.0,Orthodox,1989-09-01,3.89,60.0,5.28,40.0,0.25,14.0,22.0,0.2,19,1989,9,1
846,846,Ariane da Silva,Queen of Violence,17,11,0,61.0,125.0,67.0,Orthodox,1994-01-26,4.05,41.0,4.4,50.0,0.47,38.0,68.0,0.3,28,1994,1,26
847,847,Alex Da Silva,Leko,21,4,0,63.0,155.0,73.0,Orthodox,1996-02-04,2.14,46.0,2.52,56.0,1.97,43.0,76.0,0.3,25,1996,2,4
848,848,Radley Da Silva,Snake Eyes,8,1,0,64.0,145.0,71.0,Orthodox,1995-06-20,0.27,22.0,0.93,48.0,6.0,100.0,100.0,0.0,9,1995,6,20
849,849,Henrique Da Silva Lopes,Montanha,5,2,0,69.0,240.0,71.55608591885442,,1985-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1985,3,8
850,850,Deni Daffa,,6,2,0,66.0,155.0,74.0,Orthodox,1999-09-08,3.47,38.0,6.45,38.0,0.0,0.0,0.0,0.0,8,1999,9,8
851,851,Nicolas Dalby,Lokomotivo,24,6,2,66.0,170.0,74.0,Orthodox,1984-11-16,3.88,43.0,3.51,52.0,0.9,26.0,59.0,0.1,32,1984,11,16
852,852,Paul Daley,Semtex,39,15,2,64.0,170.0,76.0,Orthodox,1983-02-21,3.14,47.0,2.37,60.0,0.91,40.0,64.0,0.0,56,1983,2,21
853,853,Dave Dalgliesh,,30,19,2,68.0,205.0,71.55608591885442,Orthodox,1978-04-05,0.0,0.0,1.85,50.0,0.0,0.0,0.0,0.0,51,1978,4,5
854,854,Richard Dalton,,4,3,1,67.0,205.0,71.55608591885442,Orthodox,1977-07-19,1.2,69.0,3.27,25.0,1.0,11.0,0.0,0.0,8,1977,7,19
855,855,Aisling Daly,Ais the Bash,16,6,0,57.0,115.0,64.0,Orthodox,1987-12-24,2.92,52.0,1.4,55.0,2.15,41.0,33.0,0.9,22,1987,12,24
856,856,Marko Damiani,,0,2,0,66.0,170.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1986,10,7
857,857,Leonardo Damiani,Puppy,10,3,1,65.0,170.0,69.0,Orthodox,1990-08-30,1.67,23.0,4.17,37.0,0.0,0.0,50.0,0.0,14,1990,8,30
858,858,Rodrigo Damm,,13,9,0,62.0,155.0,71.0,Orthodox,1980-02-03,3.5,36.0,5.61,57.0,0.44,16.0,80.0,0.3,22,1980,2,3
859,859,Carina Damm,Beauty But the Beast,2,13,0,59.0,135.0,71.55608591885442,,1986-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1986,10,7
860,860,Batgerel Danaa,Storm,12,5,0,62.0,135.0,70.0,Orthodox,1989-07-04,5.38,36.0,4.21,47.0,0.52,50.0,62.0,0.0,17,1989,7,4
861,861,Cindy Dandois,Battlecat,8,3,0,62.0,135.0,71.55608591885442,Orthodox,1984-10-26,3.13,32.0,3.4,58.0,5.0,55.0,0.0,0.0,11,1984,10,26
862,862,Peter Danesoe,The Asian Viking,8,4,0,64.0,135.0,68.0,Orthodox,2000-09-01,4.99,52.0,6.73,38.0,0.0,0.0,62.0,0.0,12,2000,9,1
863,863,Jarjis Danho,Man Mountain,7,1,1,69.0,265.0,74.0,Orthodox,1983-10-15,3.38,50.0,5.25,49.0,0.51,16.0,100.0,0.0,9,1983,10,15
864,864,Jose Daniel Medina,Chicho,11,6,0,66.0,185.0,74.0,Orthodox,1991-05-17,2.16,36.0,5.07,46.0,0.4,33.0,27.0,0.0,17,1991,5,17
865,865,Raymond Daniels,,0,1,0,68.0,185.0,71.55608591885442,Southpaw,1980-04-29,0.0,0.0,2.61,38.0,0.0,0.0,33.0,3.0,1,1980,4,29
866,866,Marques Daniels,,5,5,0,64.77079303675049,155.0,71.55608591885442,,1978-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1978,6,14
867,867,Anvarbek Daniyalbekov,,8,0,0,64.77079303675049,185.0,71.55608591885442,,1995-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1995,5,27
868,868,Alexandre Dantas,Cafe,0,3,0,68.0,238.0,71.55608591885442,Orthodox,1979-03-01,0.21,25.0,1.87,60.0,0.0,0.0,0.0,3.1,3,1979,3,1
869,869,Eduardo Dantas,Dudu,20,4,0,65.0,135.0,71.55608591885442,,1989-02-03,3.33,60.0,3.0,60.0,4.0,23.0,100.0,0.0,24,1989,2,3
